상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,대지구분명,지번본번지,지번주소,도로명,건물본번지,도로명주소,경도,위도
네일을꿈꾸다,생활서비스,이/미용/건강,발/네일케어,부산광역시,부산진구,부전2동,부전동,대지,515,부산광역시 부산진구 부전동 515-13,부산광역시 부산진구 부전로,52,부산광역시 부산진구 부전로 52,129.055402557908,35.1548448181662
행복한빛태권도,학문/교육,학원기타,학원(종합),부산광역시,부산진구,양정2동,양정동,대지,261,부산광역시 부산진구 양정동 261-7,부산광역시 부산진구 중앙대로969번길,36,부산광역시 부산진구 중앙대로969번길 36,129.071991053063,35.176945480815
유미술학원,학문/교육,학원기타,학원(종합),부산광역시,사하구,하단2동,하단동,대지,1160,부산광역시 사하구 하단동 1160-6,부산광역시 사하구 하신번영로,385,부산광역시 사하구 하신번영로 385,128.960539243417,35.1154223615053
김밥천국,음식,분식,라면김밥분식,부산광역시,사하구,당리동,당리동,대지,324,부산광역시 사하구 당리동 324-21,부산광역시 사하구 다대로,2,부산광역시 사하구 다대로 2,128.976736435973,35.1020602751236
용화훼밀리,소매,선물/팬시/기념품,꽃집/꽃배달,부산광역시,사상구,괘법동,괘법동,대지,835,부산광역시 사상구 괘법동 835-7,부산광역시 사상구 사상로250번길,1,부산광역시 사상구 사상로250번길 1,128.982487293942,35.1671942536754
홀리카홀리카이마트사상점,소매,화장품소매,화장품판매점,부산광역시,사상구,괘법동,괘법동,대지,531,부산광역시 사상구 괘법동 531-2,부산광역시 사상구 광장로,17,부산광역시 사상구 광장로 17,128.978917341532,35.1642485385854
교촌치킨,음식,닭/오리요리,후라이드/양념치킨,부산광역시,부산진구,개금1동,개금동,대지,201,부산광역시 부산진구 개금동 201-6,부산광역시 부산진구 가야대로,475,부산광역시 부산진구 가야대로 475,129.024050678641,35.1534913537491
노블레스홍인식성형외과의원,의료,병원,정형/성형외과,부산광역시,해운대구,우2동,우동,대지,1516,부산광역시 해운대구 우동 1516,부산광역시 해운대구 센텀2로,20,부산광역시 해운대구 센텀2로 20,129.132061409074,35.1672138493131
로즈,소매,의복의류,일반의류,부산광역시,해운대구,좌1동,좌동,대지,1314,부산광역시 해운대구 좌동 1314-2,부산광역시 해운대구 세실로,64,부산광역시 해운대구 세실로 64,129.177692349779,35.1709972697643
수리수리컴수리,생활서비스,개인/가정용품수리,컴퓨터수리,부산광역시,부산진구,부암3동,부암동,대지,444,부산광역시 부산진구 부암동 444-3,부산광역시 부산진구 백양순환로,119,부산광역시 부산진구 백양순환로 119,129.040372143462,35.1699649877531
정마트,소매,종합소매점,수퍼마켓,부산광역시,사하구,하단2동,하단동,대지,496,부산광역시 사하구 하단동 496-3,부산광역시 사하구 낙동대로536번길,18,부산광역시 사하구 낙동대로536번길 18,128.96601878316,35.1121607932991
홍삼나라,소매,건강/미용식품,인삼제품판매,부산광역시,해운대구,좌1동,좌동,대지,1288,부산광역시 해운대구 좌동 1288,부산광역시 해운대구 대천로103번길,29,부산광역시 해운대구 대천로103번길 29,129.171382699585,35.1765208035198
송림식당,음식,한식,한식/백반/한정식,부산광역시,사상구,학장동,학장동,대지,450,부산광역시 사상구 학장동 450,부산광역시 사상구 학감대로123번길,45,부산광역시 사상구 학감대로123번길 45-5,128.985982995711,35.1412235672561
베리타스영어교습소,학문/교육,학원-어학,학원-외국어/어학,부산광역시,해운대구,좌2동,좌동,대지,1327,부산광역시 해운대구 좌동 1327-5,부산광역시 해운대구 좌동순환로,308,부산광역시 해운대구 좌동순환로 308,129.18258790394,35.1686961295881
한마음부동산,부동산,부동산중개,부동산중개,부산광역시,사하구,하단1동,하단동,대지,1175,부산광역시 사하구 하단동 1175,부산광역시 사하구 하신번영로,233,부산광역시 사하구 하신번영로 233,128.957990989379,35.1010920959685
수헤어샵,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,전포1동,전포동,대지,330,부산광역시 부산진구 전포동 330-629,부산광역시 부산진구 봉수로34번길,7,부산광역시 부산진구 봉수로34번길 7,129.071590917156,35.151466723909
교촌치킨,음식,닭/오리요리,후라이드/양념치킨,부산광역시,부산진구,개금3동,개금동,대지,2,부산광역시 부산진구 개금동 2-1,부산광역시 부산진구 백양대로208번길,88,부산광역시 부산진구 백양대로208번길 88,129.025667599203,35.1616443202941
남해상회,소매,가방/신발/액세서리,양품점,부산광역시,부산진구,부전1동,부전동,대지,345,부산광역시 부산진구 부전동 345-19,부산광역시 부산진구 부전로170번길,19,부산광역시 부산진구 부전로170번길 19,129.060185594073,35.1622846127046
진미식품,소매,음/식료품소매,식료품점,부산광역시,사상구,학장동,학장동,대지,565,부산광역시 사상구 학장동 565-1,부산광역시 사상구 학감대로,111,부산광역시 사상구 학감대로 111,128.98768015672,35.1409122838906
달리고,음식,유흥주점,호프/맥주,부산광역시,사하구,하단2동,하단동,대지,870,부산광역시 사하구 하단동 870-146,부산광역시 사하구 낙동대로549번길,60,부산광역시 사하구 낙동대로549번길 60,128.960584398597,35.1127267940499
왁싱샵뽀야,생활서비스,이/미용/건강,비만/피부관리,부산광역시,해운대구,우2동,우동,대지,1520,부산광역시 해운대구 우동 1520,부산광역시 해운대구 센텀1로,9,부산광역시 해운대구 센텀1로 9,129.130983686538,35.1678638984333
플랫폼신세계센텀점,소매,종합소매점,할인점,부산광역시,해운대구,우2동,우동,대지,1495,부산광역시 해운대구 우동 1495,부산광역시 해운대구 센텀남대로,35,부산광역시 해운대구 센텀남대로 35,129.129106584707,35.1686565992762
하버드반여독서실,학문/교육,도서관/독서실,독서실,부산광역시,해운대구,반여1동,반여동,대지,1206,부산광역시 해운대구 반여동 1206-1,부산광역시 해운대구 선수촌로,104,부산광역시 해운대구 선수촌로 104-16,129.120165261722,35.2026315757006
신개금쉐보레자동차판매,소매,자동차/자동차용품,자동차판매,부산광역시,부산진구,개금3동,개금동,대지,568,부산광역시 부산진구 개금동 568-23,부산광역시 부산진구 백양대로,268,부산광역시 부산진구 백양대로 268,129.021816602609,35.1556375109476
에뛰드하우스,소매,화장품소매,화장품판매점,부산광역시,부산진구,부전2동,부전동,대지,573,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로,730,부산광역시 부산진구 중앙대로 730,129.058468441968,35.1576754868615
돈까스스쿨,음식,양식,돈가스전문점,부산광역시,부산진구,부전2동,부전동,대지,168,부산광역시 부산진구 부전동 168-181,부산광역시 부산진구 중앙대로702번길,17,부산광역시 부산진구 중앙대로702번길 17,129.060163267986,35.1554883124971
S라인뱃살방,생활서비스,이/미용/건강,비만/피부관리,부산광역시,사하구,괴정3동,괴정동,대지,957,부산광역시 사하구 괴정동 957-5,부산광역시 사하구 오작로,5,부산광역시 사하구 오작로 5-1,128.994779678888,35.0975597759034
태흥횟집,음식,일식/수산물,횟집,부산광역시,사상구,삼락동,삼락동,대지,417,부산광역시 사상구 삼락동 417-15,부산광역시 사상구 삼덕로46번길,80,부산광역시 사상구 삼덕로46번길 80,128.980837342405,35.170569838859
끌림,소매,의복의류,여성의류전문점,부산광역시,사하구,하단1동,하단동,대지,1176,부산광역시 사하구 하단동 1176,부산광역시 사하구 하신중앙로,265,부산광역시 사하구 하신중앙로 265,128.958514989264,35.099943163647
하나로세탁,생활서비스,세탁/가사서비스,세탁소/빨래방,부산광역시,사상구,덕포2동,덕포동,대지,38,부산광역시 사상구 덕포동 38,부산광역시 사상구 덕상로,26,부산광역시 사상구 덕상로 26-13,128.991210172564,35.1731986100776
종가집김치,소매,음/식료품소매,김치판매,부산광역시,해운대구,우2동,우동,대지,1495,부산광역시 해운대구 우동 1495,부산광역시 해운대구 센텀남대로,35,부산광역시 해운대구 센텀남대로 35,129.129106584707,35.1686565992762
혜성식당,음식,한식,한식/백반/한정식,부산광역시,부산진구,가야2동,가야동,대지,617,부산광역시 부산진구 가야동 617-42,부산광역시 부산진구 냉정로253번길,10,부산광역시 부산진구 냉정로253번길 10,129.027797212613,35.1511881119117
태후사랑,생활서비스,이/미용/건강,여성미용실,부산광역시,사상구,주례2동,주례동,대지,10,부산광역시 사상구 주례동 10-21,부산광역시 사상구 백양대로,372,부산광역시 사상구 백양대로 372-22,129.011497136201,35.1536689178292
락미활어회해산물도매센터,음식,일식/수산물,횟집,부산광역시,부산진구,당감1동,당감동,대지,515,부산광역시 부산진구 당감동 515-6,부산광역시 부산진구 동평로,2,부산광역시 부산진구 동평로 2,129.030976983043,35.1631316239147
보물섬,소매,의복의류,일반의류,부산광역시,부산진구,범천1동,범천동,대지,839,부산광역시 부산진구 범천동 839-212,부산광역시 부산진구 자유평화로,7,부산광역시 부산진구 자유평화로 7,129.060697872508,35.1417103418084
코슐랭,음식,분식,라면김밥분식,부산광역시,부산진구,부전2동,부전동,대지,198,부산광역시 부산진구 부전동 198-3,부산광역시 부산진구 중앙대로680번길,23,부산광역시 부산진구 중앙대로680번길 23,129.060589000104,35.1536187038164
간단하지만특별한화피디Cafe,음식,커피점/카페,커피전문점/카페/다방,부산광역시,해운대구,우2동,우동,대지,933,부산광역시 해운대구 우동 933-159,부산광역시 해운대구 해운대로469번가길,51,부산광역시 해운대구 해운대로469번가길 51-2,129.144824105,35.1685271031692
김영경떡볶이,음식,제과제빵떡케익,떡/한과집,부산광역시,해운대구,좌1동,좌동,대지,981,부산광역시 해운대구 좌동 981-1,부산광역시 해운대구 좌동로,95,부산광역시 해운대구 좌동로 95,129.175413609065,35.1728401872198
나인온스,소매,의복의류,일반의류,부산광역시,사하구,하단2동,하단동,대지,524,부산광역시 사하구 하단동 524-5,부산광역시 사하구 낙동남로1389번길,1,부산광역시 사하구 낙동남로1389번길 1,128.963495788957,35.106574112633
투스카로나,소매,운동/경기용품소매,등산용품판매,부산광역시,부산진구,부암1동,부암동,대지,257,부산광역시 부산진구 부암동 257,부산광역시 부산진구 신천대로,241,부산광역시 부산진구 신천대로 241,129.04934326862,35.1633254737143
가득실비타운,음식,유흥주점,호프/맥주,부산광역시,부산진구,부전1동,부전동,대지,261,부산광역시 부산진구 부전동 261-7,부산광역시 부산진구 새싹로8번길,7,부산광역시 부산진구 새싹로8번길 7,129.058738958058,35.1590702810842
진성떡고추방앗간,생활서비스,세탁/가사서비스,방앗간/정미소,부산광역시,사상구,모라3동,모라동,대지,75,부산광역시 사상구 모라동 75,부산광역시 사상구 모라로192번길,24,부산광역시 사상구 모라로192번길 24,129.001074901572,35.1844750604109
